new_index,id,title,author,year,publisher,issn,url,doi,abstract,keyword,pages,num_pages,publication_venue,content_type,source
885,,The Concept of the Deviant Behavior Detection System via Surveillance Cameras,Nikolay TeslyaIgor RyabchikovEvgeniy Lipkin,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-24311-1_12,10.1007/978-3-030-24311-1_12,,,,,Computational Science and Its Applications – ICCSA 2019,Chapter,Springer
886,,StarIn: An Approach to Predict the Popularity of GitHub Repository,Leiming RenShimin ShanXiujuan XuYu Liu,2020,,,http://link.springer.com/chapter/10.1007/978-981-15-7984-4_20,10.1007/978-981-15-7984-4_20,,,,,Data Science,Chapter,Springer
887,,Integrating Topic Information into VAE for Text Semantic Similarity,Xiangdong SuRong YanZheng GongYujiao FuHeng Xu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04221-9_49,10.1007/978-3-030-04221-9_49,,,,,Neural Information Processing,Chapter,Springer
888,,TFPGAN: Tiny Face Detection with Prior Information and GAN,Dian LiuZhong-Qiu ZhaoWei-Dong Tian,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60796-8_6,10.1007/978-3-030-60796-8_6,,,,,Intelligent Computing Methodologies,Chapter,Springer
889,,Cross-Layer Convolutional Siamese Network for Visual Tracking,Yanyin ChenXing ChenHuibin TanXiang ZhangLong LanXuhui HuangZhigang Luo,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04179-3_13,10.1007/978-3-030-04179-3_13,,,,,Neural Information Processing,Chapter,Springer
890,,From Semi-automated to Automated Methods of Ontology Learning from Twitter Data,Saad AlajlanFrans CoenenAngrosh Mandya,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-66196-0_10,10.1007/978-3-030-66196-0_10,,,,,"Knowledge Discovery, Knowledge Engineering and Knowledge Management",Chapter,Springer
891,,Aggregated Deep Saliency Prediction by Self-attention Network,Ge CaoQing TangKang-hyun Jo,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60796-8_8,10.1007/978-3-030-60796-8_8,,,,,Intelligent Computing Methodologies,Chapter,Springer
892,,Energy-efficient sensory data gathering based on compressed sensing in IoT networks,Xinxin DuZhangbing ZhouYuqing ZhangTaj Rahman,2020,,,http://link.springer.com/article/10.1186/s13677-020-00166-x,10.1186/s13677-020-00166-x,,,,,Journal of Cloud Computing,Article,Springer
893,,The Complementary Nature of Different NLP Toolkits for Named Entity Recognition in Social Media,Filipe BatistaÁlvaro Figueira,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-65340-2_65,10.1007/978-3-319-65340-2_65,,,,,Progress in Artificial Intelligence,Chapter,Springer
894,,Bayesian Vehicle Detection Using Optical Remote Sensing Images,Walma GharbiLotfi ChaariAmel Benazza-Benyahia,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-01449-0_22,10.1007/978-3-030-01449-0_22,,,,,Advanced Concepts for Intelligent Vision Systems,Chapter,Springer
895,,From Smart Homes to Smart Laboratories: Connected Instruments for Materials Science,Mathieu Doucet,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-63393-6_17,10.1007/978-3-030-63393-6_17,,,,,"Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI",Chapter,Springer
896,,Learning a Joint Representation for Classification of Networked Documents,Zhenni YouTieyun Qian,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04221-9_18,10.1007/978-3-030-04221-9_18,,,,,Neural Information Processing,Chapter,Springer
897,,Employing Decision Templates to Imbalanced Data Classification,Szymon WojciechowskiMichał Woźniak,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-61705-9_11,10.1007/978-3-030-61705-9_11,,,,,Hybrid Artificial Intelligent Systems,Chapter,Springer
898,,Detection and Localization of Embedded Subtitles in a Video Stream,Grishkin ValerySene Jean,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-58817-5_10,10.1007/978-3-030-58817-5_10,,,,,Computational Science and Its Applications – ICCSA 2020,Chapter,Springer
899,,Detection and Tracking of Motorcycles in Congested Urban Environments Using Deep Learning and Markov Decision Processes,Jorge E. EspinosaSergio A. VelastinJohn W. Branch,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-21077-9_13,10.1007/978-3-030-21077-9_13,,,,,Pattern Recognition,Chapter,Springer
900,,Learning Word Embeddings from the Portuguese Twitter Stream: A Study of Some Practical Aspects,Pedro SaleiroLuís SarmentoEduarda Mendes RodriguesCarlos SoaresEugénio Oliveira,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-65340-2_71,10.1007/978-3-319-65340-2_71,,,,,Progress in Artificial Intelligence,Chapter,Springer
901,,New Default Box Strategy of SSD for Small Target Detection,Yuyao HeBaoqi LiYaohua Zhao,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04212-7_36,10.1007/978-3-030-04212-7_36,,,,,Neural Information Processing,Chapter,Springer
902,,Specification-driven predictive business process monitoring,Ario SantosoMichael Felderer,2020,,,http://link.springer.com/article/10.1007/s10270-019-00761-w,10.1007/s10270-019-00761-w,,,,,Software and Systems Modeling,Article,Springer
903,,Accuracy Evaluation of Long Short Term Memory Network Based Language Model with Fixed-Point Arithmetic,Ruochun JinJingfei JiangYong Dou,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-56258-2_24,10.1007/978-3-319-56258-2_24,,,,,Applied Reconfigurable Computing,Chapter,Springer
904,,Teach to Hash: A Deep Supervised Hashing Framework with Data Selection,Xiang LiChao MaJie YangYu Qiao,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04167-0_11,10.1007/978-3-030-04167-0_11,,,,,Neural Information Processing,Chapter,Springer
905,,Position Tracking in 3D Space Based on a Data of a Single Camera,Iakushkin OlegRuslan SevostyanovAlexander DegtyarevP. E. KarpiyE. G. KuzevanovaA. A. KitaevaS. A. Sergiev,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-24305-0_58,10.1007/978-3-030-24305-0_58,,,,,Computational Science and Its Applications – ICCSA 2019,Chapter,Springer
906,,Enhancing the Recurrent Neural Networks with Positional Gates for Sentence Representation,Yang SongWenxin HuQin ChenQinmin HuLiang He,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04167-0_46,10.1007/978-3-030-04167-0_46,,,,,Neural Information Processing,Chapter,Springer
907,,On Designing Expressive Robot Behavior: The Effect of Affective Cues on Interaction,Amir AlyAdriana Tapus,2020,,,http://link.springer.com/article/10.1007/s42979-020-00263-3,10.1007/s42979-020-00263-3,,,,,SN Computer Science,Article,Springer
908,,Modeling and simulation of local flexibilities and their effect to the entire power system,Lukas ExelGeorg Frey,2018,,,http://link.springer.com/article/10.1007/s00450-017-0346-7,10.1007/s00450-017-0346-7,,,,,Computer Science - Research and Development,Article,Springer
909,,Event Factuality Identification via Hybrid Neural Networks,Zhong QianPeifeng LiGuodong ZhouQiaoming Zhu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04221-9_30,10.1007/978-3-030-04221-9_30,,,,,Neural Information Processing,Chapter,Springer
910,,Residual Semantic Segmentation of the Prostate from Magnetic Resonance Images,Md Sazzad HossainAndrew P. PaplinskiJohn M. Betts,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04239-4_46,10.1007/978-3-030-04239-4_46,,,,,Neural Information Processing,Chapter,Springer
911,,Approach to Obstacle Localization for Robot Navigation in Agricultural Territories,Egor АksamentovMarina AstapovaElizaveta Usina,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60337-3_2,10.1007/978-3-030-60337-3_2,,,,,Interactive Collaborative Robotics,Chapter,Springer
912,,Ensembles of Networks Produced from Neural Architecture Search,Emily J. HerronSteven R. YoungThomas E. Potok,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-59851-8_14,10.1007/978-3-030-59851-8_14,,,,,High Performance Computing,Chapter,Springer
913,,"Mapping Ensembles of Trees to Sparse, Interpretable Multilayer Perceptron Networks",Dalia Rodríguez-SalasNina MürschbergerNishant RavikumarMathias SeuretAndreas Maier,2020,,,http://link.springer.com/article/10.1007/s42979-020-00268-y,10.1007/s42979-020-00268-y,,,,,SN Computer Science,Article,Springer
914,,ADS-B Data Attack Detection Based on Generative Adversarial Networks,Tengyao LiBuhong WangFute ShangJiwei TianKunrui Cao,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-37337-5_26,10.1007/978-3-030-37337-5_26,,,,,Cyberspace Safety and Security,Chapter,Springer
915,,Active and Incremental Learning with Weak Supervision,Clemens-Alexander BrustChristoph KädingJoachim Denzler,2020,,,http://link.springer.com/article/10.1007/s13218-020-00631-4,10.1007/s13218-020-00631-4,,,,,KI - Künstliche Intelligenz,Article,Springer
916,,Towards building an affect-aware dialogue agent with deep neural networks,Asif Ekbal,2020,,,http://link.springer.com/article/10.1007/s40012-020-00304-5,10.1007/s40012-020-00304-5,,,,,CSI Transactions on ICT,Article,Springer
917,,A Clustering Approach for Collaborative Filtering Under the Belief Function Framework,Raoua AbdelkhalekImen BoukhrisZied Elouedi,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-61581-3_16,10.1007/978-3-319-61581-3_16,,,,,Symbolic and Quantitative Approaches to Reasoning with Uncertainty,Chapter,Springer
918,,A CNN-Based Depth Estimation Approach with Multi-scale Sub-pixel Convolutions and a Smoothness Constraint,Shiyu ZhaoLin ZhangYing ShenYongning Zhu,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-20890-5_24,10.1007/978-3-030-20890-5_24,,,,,Computer Vision – ACCV 2018,Chapter,Springer
919,,A Machine Vision Attack Model on Image Based CAPTCHAs Challenge: Large Scale Evaluation,Ajeet SinghVikas TiwariAppala Naidu Tentu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-05072-6_4,10.1007/978-3-030-05072-6_4,,,,,"Security, Privacy, and Applied Cryptography Engineering",Chapter,Springer
920,,Depth Guided Attention for Person Re-identification,Md Kamal UddinAntony LamHisato FukudaYoshinori KobayashiYoshinori Kuno,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60796-8_10,10.1007/978-3-030-60796-8_10,,,,,Intelligent Computing Methodologies,Chapter,Springer
921,,Event Causality Identification by Modeling Events and Relation Embedding,Zhenyu YangWei LiuZongtian Liu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04182-3_6,10.1007/978-3-030-04182-3_6,,,,,Neural Information Processing,Chapter,Springer
922,,Assisting humans in privacy management: an agent-based approach,A. Can KurtanPınar Yolum,2020,,,http://link.springer.com/article/10.1007/s10458-020-09488-1,10.1007/s10458-020-09488-1,,,,,Autonomous Agents and Multi-Agent Systems,Article,Springer
923,,User-Invariant Facial Animation with Convolutional Neural Network,Shuiquan WangZhengxin ChengLiang ChangXuejun QiaoFuqing Duan,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04167-0_25,10.1007/978-3-030-04167-0_25,,,,,Neural Information Processing,Chapter,Springer
924,,Discovering User Location Semantics Using Mobile Notification Handling Behaviour,Andreas KomninosIoulia SimouElton FrengkouJohn Garofalakis,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-34255-5_15,10.1007/978-3-030-34255-5_15,,,,,Ambient Intelligence,Chapter,Springer
925,,Estimating Difficulty Score of Visual Search in Images for Semi-supervised Object Detection,Dongliang MaHaipeng ZhangHao WuTao ZhangJun Sun,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-30639-7_1,10.1007/978-3-030-30639-7_1,,,,,Knowledge Management and Acquisition for Intelligent Systems,Chapter,Springer
926,,Training Binarized Neural Networks Using MIP and CP,Rodrigo Toro IcarteLeón IllanesMargarita P. CastroAndre A. CireSheila A. McIlraithJ. Christopher Beck,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-30048-7_24,10.1007/978-3-030-30048-7_24,,,,,Principles and Practice of Constraint Programming,Chapter,Springer
927,,Analysing Facial Features Using CNNs and Computer Vision,Diana BorzaRazvan ItuRadu DanescuIoana Barbantan,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-39237-6_10,10.1007/978-3-030-39237-6_10,,,,,Modelling and Development of Intelligent Systems,Chapter,Springer
928,,Processing of speech signals for robust recognition in practical environments,Vishala Pannala,2017,,,http://link.springer.com/article/10.1007/s40012-016-0153-5,10.1007/s40012-016-0153-5,,,,,CSI Transactions on ICT,Article,Springer
929,,RNN Based Language Generation Models for a Hindi Dialogue System,Sumit SinghShrikant MalviyaRohit MishraSantosh Kumar BarnwalUma Shanker Tiwary,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-44689-5_12,10.1007/978-3-030-44689-5_12,,,,,Intelligent Human Computer Interaction,Chapter,Springer
930,,Localizing Cardiac Structures in Fetal Heart Ultrasound Video,Christopher P. BridgeChristos IoannouJ. Alison Noble,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-67389-9_29,10.1007/978-3-319-67389-9_29,,,,,Machine Learning in Medical Imaging,Chapter,Springer
931,,Integrating Deep Learning in Domain Sciences at Exascale,Rick ArchibaldEdmond ChowEduardo D’AzevedoJack DongarraMarkus EisenbachRocco FebboFlorent LopezDaniel NicholsStanimire TomovKwai WongJunqi Yin,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-63393-6_3,10.1007/978-3-030-63393-6_3,,,,,"Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI",Chapter,Springer
932,,SCPNet: Spatial-Channel Parallelism Network for Joint Holistic and Partial Person Re-identification,Xing FanHao LuoXuan ZhangLingxiao HeChi ZhangWei Jiang,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-20890-5_2,10.1007/978-3-030-20890-5_2,,,,,Computer Vision – ACCV 2018,Chapter,Springer
933,,Gated Convolutional Networks for Commonsense Machine Comprehension,Wuya ChenXiaojun QuanChengbo Chen,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04167-0_27,10.1007/978-3-030-04167-0_27,,,,,Neural Information Processing,Chapter,Springer
934,,Proposal of Complex-Valued Convolutional Neural Networks for Similar Land-Shape Discovery in Interferometric Synthetic Aperture Radar,Yuki SunagaRyo NatsuakiAkira Hirose,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04167-0_31,10.1007/978-3-030-04167-0_31,,,,,Neural Information Processing,Chapter,Springer
935,,Highlighted Word Encoding for Abstractive Text Summarization,Daisy Monika LalKrishna Pratap SinghUma Shanker Tiwary,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-44689-5_7,10.1007/978-3-030-44689-5_7,,,,,Intelligent Human Computer Interaction,Chapter,Springer
936,,"Service Robots: A Unified Framework for Detecting, Opening and Navigating Through Doors",Tatsuya HaradaAntonio Tejero-de-PablosStefano QuerFrancesco Savarese,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-52991-8_9,10.1007/978-3-030-52991-8_9,,,,,Software Technologies,Chapter,Springer
937,,Multitask and Multilingual Modelling for Lexical Analysis,Johannes Bjerva,2018,,,http://link.springer.com/article/10.1007/s13218-018-0557-5,10.1007/s13218-018-0557-5,,,,,KI - Künstliche Intelligenz,Article,Springer
938,,Chinese Lyrics Generation Using Long Short-Term Memory Neural Network,Xing WuZhikang DuMingyu ZhongShuji DaiYazhou Liu,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-60045-1_43,10.1007/978-3-319-60045-1_43,,,,,Advances in Artificial Intelligence: From Theory to Practice,Chapter,Springer
939,,Robust Face Detector with Fully Convolutional Networks,Yingcheng SuXiaopei WanZhenhua Guo,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-03338-5_18,10.1007/978-3-030-03338-5_18,,,,,Pattern Recognition and Computer Vision,Chapter,Springer
940,,Technologies for the Fast Set-Up of Automated Assembly Processes,Norbert KrügerAleš UdeHenrik Gordon PetersenBojan NemecLars-Peter EllekildeThiusius Rajeeth SavarimuthuJimmy Alison RytzKerstin FischerAnders Glent BuchDirk KraftWail MustafaEren Erdal AksoyJeremie PaponAljaž KrambergerFlorentin Wörgötter,2014,,,http://link.springer.com/article/10.1007/s13218-014-0329-9,10.1007/s13218-014-0329-9,,,,,KI - Künstliche Intelligenz,Article,Springer
941,,Predicting the Relevance of Social Media Posts Based on Linguistic Features and Journalistic Criteria,Alexandre PintoHugo Gonçalo OliveiraÁlvaro FigueiraAna Oliveira Alves,2017,,,http://link.springer.com/article/10.1007/s00354-017-0015-1,10.1007/s00354-017-0015-1,,,,,New Generation Computing,Article,Springer
942,,FuCoLoT – A Fully-Correlational Long-Term Tracker,Alan LukežičLuka Čehovin ZajcTomáš VojířJiří MatasMatej Kristan,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-20890-5_38,10.1007/978-3-030-20890-5_38,,,,,Computer Vision – ACCV 2018,Chapter,Springer
943,,Let’s Take a Walk on Superpixels Graphs: Deformable Linear Objects Segmentation and Model Estimation,Daniele De GregorioGianluca PalliLuigi Di Stefano,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-20890-5_42,10.1007/978-3-030-20890-5_42,,,,,Computer Vision – ACCV 2018,Chapter,Springer
944,,RE-CNN: A Robust Convolutional Neural Networks for Image Recognition,Zhe WangWenhuan LuYuqing HeNaixue XiongJianguo Wei,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04167-0_35,10.1007/978-3-030-04167-0_35,,,,,Neural Information Processing,Chapter,Springer
945,,Two-Stage Attention Network for Aspect-Level Sentiment Classification,Kai GaoHua XuChengliang GaoXiaomin SunJunhui DengXiaoming Zhang,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04212-7_27,10.1007/978-3-030-04212-7_27,,,,,Neural Information Processing,Chapter,Springer
946,,Integrating Qualitative Reasoning and Human-Robot Interaction in Domestic Service Robotics,Stefan Schiffer,2016,,,http://link.springer.com/article/10.1007/s13218-016-0436-x,10.1007/s13218-016-0436-x,,,,,KI - Künstliche Intelligenz,Article,Springer
947,,HLS-Based Acceleration Framework for Deep Convolutional Neural Networks,Ashish MisraVolodymyr Kindratenko,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-44534-8_17,10.1007/978-3-030-44534-8_17,,,,,"Applied Reconfigurable Computing. Architectures, Tools, and Applications",Chapter,Springer
948,,Homomorphic Lower Digits Removal and Improved FHE Bootstrapping,Hao ChenKyoohyung Han,2018,,,http://link.springer.com/chapter/10.1007/978-3-319-78381-9_12,10.1007/978-3-319-78381-9_12,,,,,Advances in Cryptology – EUROCRYPT 2018,Chapter,Springer
949,,DeepITQA: Deep Based Image Text Quality Assessment,Hongyu LiFan ZhuJunhua Qiu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04224-0_34,10.1007/978-3-030-04224-0_34,,,,,Neural Information Processing,Chapter,Springer
950,,Marine Vertebrate Predator Detection and Recognition in Underwater Videos by Region Convolutional Neural Network,Mira ParkWenli YangZehong CaoByeong KangDamian ConnorMary-Anne Lea,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-30639-7_7,10.1007/978-3-030-30639-7_7,,,,,Knowledge Management and Acquisition for Intelligent Systems,Chapter,Springer
951,,Agent-Based Approach for Decentralized Data Analysis in Industrial Cyber-Physical Systems,Jonas QueirozPaulo LeitãoJosé BarbosaEugénio Oliveira,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-27878-6_11,10.1007/978-3-030-27878-6_11,,,,,Industrial Applications of Holonic and Multi-Agent Systems,Chapter,Springer
952,,Can Today’s Machine Learning Pass Image-Based Turing Tests?,Apostolis ZarrasIlias GerostathopoulosDaniel Méndez Fernández,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-30215-3_7,10.1007/978-3-030-30215-3_7,,,,,Information Security,Chapter,Springer
953,,Increasing Safety by Combining Multiple Declarative Rules in Robotic Perception Systems,Johann Thor Mogensen IngibergssonDirk KraftUlrik Pagh Schultz,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-17910-6_4,10.1007/978-3-030-17910-6_4,,,,,"Cyber Physical Systems. Design, Modeling, and Evaluation",Chapter,Springer
954,,Incorporating Learning into Decision Making in Agent Based Models,Pia RamchandaniMark PaichAnand Rao,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-65340-2_64,10.1007/978-3-319-65340-2_64,,,,,Progress in Artificial Intelligence,Chapter,Springer
955,,Random Forests and Homogeneous Granulation,Krzysztof RopiakPiotr Artiemjew,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-59506-7_16,10.1007/978-3-030-59506-7_16,,,,,Information and Software Technologies,Chapter,Springer
956,,ITP: Inverse Trajectory Planning for Human Pose Prediction,Pedro A. PeñaUbbo Visser,2020,,,http://link.springer.com/article/10.1007/s13218-020-00658-7,10.1007/s13218-020-00658-7,,,,,KI - Künstliche Intelligenz,Article,Springer
957,,On the feasibility of automated prediction of bug and non-bug issues,Steffen HerboldAlexander TrautschFabian Trautsch,2020,,,http://link.springer.com/article/10.1007/s10664-020-09885-w,10.1007/s10664-020-09885-w,,,,,Empirical Software Engineering,Article,Springer
958,,Could or could not of Grid-Loc: grid BLE structure for indoor localisation system using machine learning,Quanyi HuJie YangPeng QinSimon FongJingzhi Guo,2020,,,http://link.springer.com/article/10.1007/s11761-020-00292-z,10.1007/s11761-020-00292-z,,,,,Service Oriented Computing and Applications,Article,Springer
959,,Redundancy-Reduced MobileNet Acceleration on Reconfigurable Logic for ImageNet Classification,Jiang SuJulian FaraoneJunyi LiuYiren ZhaoDavid B. ThomasPhilip H. W. LeongPeter Y. K. Cheung,2018,,,http://link.springer.com/chapter/10.1007/978-3-319-78890-6_2,10.1007/978-3-319-78890-6_2,,,,,"Applied Reconfigurable Computing. Architectures, Tools, and Applications",Chapter,Springer
960,,SocRob@Home,Pedro U. LimaCarlos AzevedoEmilia BrzozowskaJoão CartuchoTiago J. DiasJoão GonçalvesMithun KinarullathilGuilherme LawlessOscar LimaRute LuzPedro MiraldoEnrico PiazzaMiguel SilvaTiago VeigaRodrigo Ventura,2019,,,http://link.springer.com/article/10.1007/s13218-019-00618-w,10.1007/s13218-019-00618-w,,,,,KI - Künstliche Intelligenz,Article,Springer
961,,Recognizing Textual Entailment and Paraphrases in Portuguese,Gil RochaHenrique Lopes Cardoso,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-65340-2_70,10.1007/978-3-319-65340-2_70,,,,,Progress in Artificial Intelligence,Chapter,Springer
962,,Self-inhibition Residual Convolutional Networks for Chinese Sentence Classification,Mengting XiongRuixuan LiYuhua LiQi Yang,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04167-0_39,10.1007/978-3-030-04167-0_39,,,,,Neural Information Processing,Chapter,Springer
963,,L(a)ying in (Test)Bed,Tamy BepplerMarcus BotacinFabrício J. O. CeschinLuiz E. S. OliveiraAndré Grégio,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-30215-3_19,10.1007/978-3-030-30215-3_19,,,,,Information Security,Chapter,Springer
964,,Statistical Analysis for Supporting Inter-Institutional Knowledge Flows in the Context of Educational System,Renate StrazdinaJulija StecjukaIlze AndersoneMarite Kirikova,2010,,,http://link.springer.com/chapter/10.1007/b137171_95,10.1007/b137171_95,,,,,Information Systems Development,Chapter,Springer
965,,Classification of IRIS Recognition Based on Deep Learning Techniques,Mukta GoyalRajalakshmi KrishnamurthiAparna VarmaIshita Khare,2020,,,http://link.springer.com/chapter/10.1007/978-981-15-5830-6_29,10.1007/978-981-15-5830-6_29,,,,,Data Science and Analytics,Chapter,Springer
966,,An FPGA Realization of a Deep Convolutional Neural Network Using a Threshold Neuron Pruning,Tomoya FujiiSimpei SatoHiroki NakaharaMasato Motomura,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-56258-2_23,10.1007/978-3-319-56258-2_23,,,,,Applied Reconfigurable Computing,Chapter,Springer
967,,Deep Adaptive Update of Discriminant KCF for Visual Tracking,Xin NingWeijun LiWeijuan TianXuchiDongxiaoliZhangliping,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04224-0_38,10.1007/978-3-030-04224-0_38,,,,,Neural Information Processing,Chapter,Springer
968,,Multi-criteria Differential Evolution for Optimization of Virtual Machine Resources in Smart City Cloud,Jerzy BalickiHonorata BalickaPiotr DryjaMaciej Tyszka,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-47679-3_28,10.1007/978-3-030-47679-3_28,,,,,Computer Information Systems and Industrial Management,Chapter,Springer
969,,Spatial Resolution-Independent CNN-Based Person Detection in Agricultural Image Data,Alexander LeipnitzTilo StrutzOliver Jokisch,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60337-3_19,10.1007/978-3-030-60337-3_19,,,,,Interactive Collaborative Robotics,Chapter,Springer
970,,LTSG: Latent Topical Skip-Gram for Mutually Improving Topic Model and Vector Representations,Jarvan LawHankz Hankui ZhuoJunHua HeErhu Rong,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-03338-5_32,10.1007/978-3-030-03338-5_32,,,,,Pattern Recognition and Computer Vision,Chapter,Springer
971,,Safe At Any Speed: A Simulation-Based Test Harness for Autonomous Vehicles,Houssam AbbasMatthew O’KellyAlena RodionovaRahul Mangharam,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-17910-6_8,10.1007/978-3-030-17910-6_8,,,,,"Cyber Physical Systems. Design, Modeling, and Evaluation",Chapter,Springer
972,,Expressive Explanations of DNNs by Combining Concept Analysis with ILP,Johannes RaboldGesina SchwalbeUte Schmid,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-58285-2_11,10.1007/978-3-030-58285-2_11,,,,,KI 2020: Advances in Artificial Intelligence,Chapter,Springer
973,,Extracting Business Objects and Activities from Labels of German Process Models,Philip HakePeter FettkeGünter NeumannPeter Loos,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-59144-5_2,10.1007/978-3-319-59144-5_2,,,,,Designing the Digital Transformation,Chapter,Springer
974,,Detector-in-Detector: Multi-level Analysis for Human-Parts,Xiaojie LiLu YangQing SongFuqiang Zhou,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-20890-5_15,10.1007/978-3-030-20890-5_15,,,,,Computer Vision – ACCV 2018,Chapter,Springer
975,,Augmenting Linked Data Ontologies with New Object Properties,S. SubhashreeP. Sreenivasa Kumar,2020,,,http://link.springer.com/article/10.1007/s00354-020-00085-0,10.1007/s00354-020-00085-0,,,,,New Generation Computing,Article,Springer
976,,Identifying and Counting Vehicles in Multiple Lanes by Using a Low-Cost Vehicle-Mounted Sensor for Intelligent Traffic Management Systems,Elnaz NamaziJingyue LiRudolf MesterChaoru Lu,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-61705-9_49,10.1007/978-3-030-61705-9_49,,,,,Hybrid Artificial Intelligent Systems,Chapter,Springer
977,,Sentimental Analysis for AIML-Based E-Health Conversational Agents,David IrelandHamed HassanzadehSon N. Tran,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04179-3_4,10.1007/978-3-030-04179-3_4,,,,,Neural Information Processing,Chapter,Springer
978,,Agent programming in the cognitive era,Rafael H. BordiniAmal El Fallah SeghrouchniKoen HindriksBrian LoganAlessandro Ricci,2020,,,http://link.springer.com/article/10.1007/s10458-020-09453-y,10.1007/s10458-020-09453-y,,,,,Autonomous Agents and Multi-Agent Systems,Article,Springer
979,,FireBird: A Fire Alert and Live Fire Monitoring System Based on Social Media Contribution,Arijit DasRahul DuttaAyan DeyThomas TamisierSukriti Bhattacharya,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60816-3_12,10.1007/978-3-030-60816-3_12,,,,,"Cooperative Design, Visualization, and Engineering",Chapter,Springer
980,,Memory-Based Model with Multiple Attentions for Multi-turn Response Selection,Xingwu LuMan LanYuanbin Wu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04179-3_26,10.1007/978-3-030-04179-3_26,,,,,Neural Information Processing,Chapter,Springer
