,id,title,author,year,issn,url,doi,abstract,keyword,pages,num_pages,content_type,publication_venue,publisher
692,,Deep Learning Based HEVC In-Loop Filtering for Decoder Quality Enhancement,S. Kuanar; C. Conly; K. R. Rao,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456278,10.1109/PCS.2018.8456278,"High Efficiency Video Coding (HEVC), which is the latest video coding standard currently, achieves up to 50% bit rate reduction compared to previous H.264/AVC standard. While performing the block based video coding, these lossy compression techniques produce various artifacts like blurring, distortion, ringing, and contouring effects on output frames, especially at low bit rates. To reduce those compression artifacts HEVC adopted two post processing filtering technique namely de-blocking filter (DBF) and sample adaptive offset (SAO) on the decoder side. While DBF applies to samples located at block boundaries, SAO nonlinear operation applies adaptively to samples satisfying the gradient based conditions through a lookup table. Again SAO filter corrects the quantization errors by sending edge offset values to decoders. This operation consumes extra signaling bit and becomes an overhead to network. In this paper, we proposed a Convolutional Neural Network (CNN) based architecture for SAO in-loop filtering operation without modifying anything on encoding process. Our experimental results show that our proposed model outperformed previous state-of-the-art models in terms of BD-PSNR (0.408 dB) and BD-BR (3.44%), measured on a widely available standard video sequences.",De-blocking;SAO;CNN;De-conv;Quality,"164, 168",,IEEE Conferences,2018 Picture Coding Symposium (PCS),IEEE
693,,Generative Compression,S. Santurkar; D. Budden; N. Shavit,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456298,10.1109/PCS.2018.8456298,"Traditional image and video compression algorithms rely on hand-crafted encoder/decoder pairs (codecs) that lack adaptability and are agnostic to the data being compressed. We describe the concept of generative compression, the compression of data using generative models, and suggest that it is a direction worth pursuing to produce more accurate and visually pleasing reconstructions at deeper compression levels for both image and video data. We also show that generative compression is orders- of-magnitude more robust to bit errors (e.g., from noisy channels) than traditional variable-length coding schemes.",,"258, 262",,IEEE Conferences,2018 Picture Coding Symposium (PCS),IEEE
694,,Complexity-Constrained Video Encoding and Delivery using Configuration Transfer Matrix,S. Blasi; A. S. Dias; M. Mrak; S. Huang; E. Izquierdo,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456269,10.1109/PCS.2018.8456269,"Many applications require video content to be encoded and uploaded under specific complexity constraints. While many speed-ups are available in practical video encoder implementations, it is difficult to predict the impact of such techniques on the actual content being encoded and therefore select the best configuration to meet the given constraints. A method is proposed in this paper to automatically select the encoder configuration in order to meet complexity constraints in terms of encoding and uploading time, using a pre-trained encoder configuration transfer matrix. The algorithm ensures that the content is processed within the specified targets, as presented in the experimental evaluation, where it is shown that the encoder can accurately meet specific constraints under a variety of conditions.",,"121, 125",,IEEE Conferences,2018 Picture Coding Symposium (PCS),IEEE
695,,Deep Convolutional AutoEncoder-based Lossy Image Compression,Z. Cheng; H. Sun; M. Takeuchi; J. Katto,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456308,10.1109/PCS.2018.8456308,"Image compression has been investigated as a fundamental research topic for many decades. Recently, deep learning has achieved great success in many computer vision tasks, and is gradually being used in image compression. In this paper, we present a lossy image compression architecture, which utilizes the advantages of convolutional autoencoder (CAE) to achieve a high coding efficiency. First, we design a novel CAE architecture to replace the conventional transforms and train this CAE using a rate-distortion loss function. Second, to generate a more energy-compact representation, we utilize the principal components analysis (PCA) to rotate the feature maps produced by the CAE, and then apply the quantization and entropy coder to generate the codes. Experimental results demonstrate that our method outperforms traditional image coding algorithms, by achieving a 13.7% BD-rate decrement on the Kodak database images compared to JPEG2000. Besides, our method maintains a moderate complexity similar to JPEG2000.",Convolutional autoencoder;image compression;deep learning;principal component analysis,"253, 257",,IEEE Conferences,2018 Picture Coding Symposium (PCS),IEEE
696,,Natural Engineering: Applying a Genetic Computing Model to Engineering Self-Aware Software,A. Sharma; G. Morana,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452785,,"Current approaches to software engineering use a Turing machine implementation to intelligently monitor and adjust the internal environment of an algorithm in real-time. These same approaches however, fail to account for fluctuations in the external environment of the computation, leading to a gross underutilization of system resources or requiring a full restart with costly supervision and manual intervention. In this paper, we describe how we can provide the same intelligence for non-functional requirements as there exist for functional requirements in software applications by using the Distributed Intelligence Computing Element (DIME) computing model. By discussing this model in comparison to similar systems in nature, namely in the context of genetics, we develop the concept of services engineering with self-managed software. As a particularly salient example of this model in practice, we explore the potential for such an approach to improve the performance of machine and deep learning algorithms as a function of intelligent computing environments.",intelligent network;DIME;DIME network architecture;artificial intelligence;recursion hierarchy;connectivity;modularity;Turing Machine;Turing O-Machine;cloud computing,"25, 28",,IEEE Conferences,2018 IEEE/ACM 1st International Workshop on Software Engineering for Cognitive Services (SE4COG),IEEE
697,,Distributed Deep Reinforcement Learning on the Cloud for Autonomous Driving,M. Spryn; A. Sharma; D. Parkar; M. Shrimal,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452725,,"This paper proposes an architecture for leveraging cloud computing technology to reduce training time for deep reinforcement learning models for autonomous driving by distributing the training process across a pool of virtual machines. By parallelizing the training process, careful design of the reward function and use of techniques like transfer learning, we demonstrate a decrease in training time for our example autonomous driving problem from 140 hours to less than 1 hour. We go over our network architecture, job distribution paradigm, reward function design and report results from experiments on small sized cluster (1-6 training nodes) of machines. We also discuss the limitations of our approach when trying to scale up to massive clusters.",Autonomous Driving;Deep Reinforcement Learning;Distributed Machine Learning;Cloud Computing;Simulation,"16, 22",,IEEE Conferences,2018 IEEE/ACM 1st International Workshop on Software Engineering for AI in Autonomous Systems (SEFAIAS),IEEE
698,,Deep Learning for Self-Driving Cars: Chances and Challenges,Q. Rao; J. Frtunikj,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452728,,"Artificial Intelligence (AI) is revolutionizing the modern society. In the automotive industry, researchers and developers are actively pushing deep learning based approaches for autonomous driving. However, before a neural network finds its way into series production cars, it has to first undergo strict assessment concerning functional safety. The chances and challenges of incorporating deep learning for self-driving cars are presented in this paper.",Deep Learning;Functional Safety;Automotive,"35, 38",,IEEE Conferences,2018 IEEE/ACM 1st International Workshop on Software Engineering for AI in Autonomous Systems (SEFAIAS),IEEE
699,,How Machine Perception Relates to Human Perception: Visual Saliency and Distance in a Frame-by-Frame Semantic Segmentation Task for Highly/Fully Automated Driving,N. Herbig; F. Wiehr; A. Poibrenski; J. Sprenger; C. Müller,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452723,,"In this paper, we investigate the link between machine perception and human perception for highly/fully automated driving. We compare the classification results of a camera-based frame-by-frame semantic segmentation model Machine with a well-established visual saliency model Human on the Cityscapes dataset. The results show that Machine classifies foreground objects better if they are more salient, indicating a similarity with the human visual system. For background objects, the accuracy drops when the saliency increases, giving evidence for the assumption that Machine has an implicit concept of saliency.",Semantic Segmentation;Saliency;Automated Driving,"6, 10",,IEEE Conferences,2018 IEEE/ACM 1st International Workshop on Software Engineering for AI in Autonomous Systems (SEFAIAS),IEEE
700,,Toward a Methodology for Training with Synthetic Data on the Example of Pedestrian Detection in a Frame-by-Frame Semantic Segmentation Task,A. Poibrenski; J. Sprenger; C. Müller,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452727,,"In order to make highly/fully automated driving safe, synthetic training and validation data will be required, because critical road situations are too divers and too rare. A few studies on using synthetic data have been published, reporting a general increase in accuracy. In this paper, we propose a novel method to gain more in-depth insights in the quality, performance, and influence of synthetic data during training phase in a bounded setting. We demonstrate this method for the example of pedestrian detection in a frame-by-frame semantic segmentation class.",Semantic Segmentation;Synthetic Data;Automated Driving,"31, 34",,IEEE Conferences,2018 IEEE/ACM 1st International Workshop on Software Engineering for AI in Autonomous Systems (SEFAIAS),IEEE
701,,[Journal First] A Comparative Study to Benchmark Cross-Project Defect Prediction Approaches,S. Herbold; A. Trautsch; J. Grabowski,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8453185,10.1145/3180155.3182542,"Cross-Project Defect Prediction (CPDP) as a means to focus quality assurance of software projects was under heavy investigation in recent years. However, within the current state-of-the-art it is unclear which of the many proposals performs best due to a lack of replication of results and diverse experiment setups that utilize different performance metrics and are based on different underlying data. Within this article, we provide a benchmark for CPDP. We replicate 24 approaches proposed by researchers between 2008 and 2015 and evaluate their performance on software products from five different data sets. Based on our benchmark, we determined that an approach proposed by Camargo Cruz and Ochimizu (2009) based on data standardization performs best and is always ranked among the statistically significant best results for all metrics and data sets. Approaches proposed by Turhan et al. (2009), Menzies et al. (2011), and Watanabe et al. (2008) are also nearly always among the best results. Moreover, we determined that predictions only seldom achieve a high performance of 0.75 recall, precision, and accuracy. Thus, CPDP still has not reached a point where the performance of the results is sufficient for the application in practice.",cross project defect prediction;benchmark;comparison;replication,"1063, 1063",,IEEE Conferences,2018 IEEE/ACM 40th International Conference on Software Engineering (ICSE),IEEE
702,,DeepTest: Automated Testing of Deep-Neural-Network-Driven Autonomous Cars,Y. Tian; K. Pei; S. Jana; B. Ray,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8453089,10.1145/3180155.3180220,"Recent advances in Deep Neural Networks (DNNs) have led to the development of DNN-driven autonomous cars that, using sensors like camera, LiDAR, etc., can drive without any human intervention. Most major manufacturers including Tesla, GM, Ford, BMW, and Waymo/Google are working on building and testing different types of autonomous vehicles. The lawmakers of several US states including California, Texas, and New York have passed new legislation to fast-track the process of testing and deployment of autonomous vehicles on their roads. However, despite their spectacular progress, DNNs, just like traditional software, often demonstrate incorrect or unexpected corner-case behaviors that can lead to potentially fatal collisions. Several such real-world accidents involving autonomous cars have already happened including one which resulted in a fatality. Most existing testing techniques for DNN-driven vehicles are heavily dependent on the manual collection of test data under different driving conditions which become prohibitively expensive as the number of test conditions increases. In this paper, we design, implement, and evaluate DeepTest, a systematic testing tool for automatically detecting erroneous behaviors of DNN-driven vehicles that can potentially lead to fatal crashes. First, our tool is designed to automatically generated test cases leveraging real-world changes in driving conditions like rain, fog, lighting conditions, etc. DeepTest systematically explore different parts of the DNN logic by generating test inputs that maximize the numbers of activated neurons. DeepTest found thousands of erroneous behaviors under different realistic driving conditions (e.g., blurring, rain, fog, etc.) many of which lead to potentially fatal crashes in three top performing DNNs in the Udacity self-driving car challenge.",deep learning;testing;self-driving cars;deep neural networks;autonomous vehicle;neuron coverage,"303, 314",,IEEE Conferences,2018 IEEE/ACM 40th International Conference on Software Engineering (ICSE),IEEE
703,,SATD Detector: A Text-Mining-Based Self-Admitted Technical Debt Detection Tool,Z. Liu; Q. Huang; X. Xia; E. Shihab; D. Lo; S. Li,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8449432,,"In software projects, technical debt metaphor is used to describe the situation where developers and managers have to accept compromises in long-term software quality to achieve short-term goals. There are many types of technical debt, and self-admitted technical debt (SATD) was proposed recently to consider debt that is introduced intentionally (e.g., through temporary fix) and admitted by developers themselves. Previous work has shown that SATD can be successfully detected using source code comments. However, most current state-of-the-art approaches identify SATD comments through pattern matching, which achieve high precision but very low recall. That means they may miss many SATD comments and are not practical enough. In this paper, we propose SATD Detector, a tool that is able to (i) automatically detect SATD comments using text mining and (ii) highlight, list and manage detected comments in an integrated development environment (IDE). This tool consists of a Java library and an Eclipse plug-in. The Java library is the back-end, which provides command-line interfaces and Java APIs to re-train the text mining model using users' data and automatically detect SATD comments using either the build-in model or a user-specified model. The Eclipse plug-in, which is the front-end, first leverages our pre-trained composite classifier to detect SATD comments, and then highlights and marks these detected comments in the source code editor of Eclipse. In addition, the Eclipse plug-in provides a view in IDE which collects all detected comments for management.",Self-admitted technical debt;SATD detection;Eclipse plug-in,"9, 12",,IEEE Conferences,2018 IEEE/ACM 40th International Conference on Software Engineering: Companion (ICSE-Companion),IEEE
704,,Poster: Automated User Reviews Analyser,A. Ciurumelea; S. Panichella; H. C. Gall,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8449557,,"We present a novel tool, AUREA, that automatically classifies mobile app reviews, filters and facilitates their analysis using fine grained mobile specific topics. We aim to help developers analyse the direct and valuable feedback that users provide through their reviews, in order to better plan maintenance and evolution activities for their apps. Reviews are often difficult to analyse because of their unstructured textual nature and their frequency, moreover only a third of them are informative. We believe that by using our tool, developers can reduce the amount of time required to analyse and understand the issues users encounter and plan appropriate change tasks.",Mobile Applications;User Reviews;Text Classification,"317, 318",,IEEE Conferences,2018 IEEE/ACM 40th International Conference on Software Engineering: Companion (ICSE-Companion),IEEE
705,,Natural Language Requirements Processing: From Research to Practice,A. Ferrari,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8449650,,"Automated manipulation of natural language requirements, for classification, tracing, defect detection, information extraction, and other tasks, has been pursued by requirements engineering (RE) researchers for more than two decades. Recent technological advancements in natural language processing (NLP) have made it possible to apply this research more widely within industrial settings. This technical briefing targets researchers and practitioners, and aims to give an overview of what NLP can do today for RE problems, and what could do if specific research challenges, also emerging from practical experiences, are addressed. The talk will: survey current research on applications of NLP to RE problems; present representative industrially-ready techniques, with a focus on defect detection and information extraction problems; present enabling technologies in NLP that can play a role in RE research, including distributional semantics representations; discuss criteria for evaluation of NLP techniques in the RE context; outline the main challenges for a systematic application of the techniques in industry. The crosscutting topics that will permeate the talk are the need for domain adaptation, and the essential role of the human-in-the-loop.",requirements engineering;natural language processing,"536, 537",,IEEE Conferences,2018 IEEE/ACM 40th International Conference on Software Engineering: Companion (ICSE-Companion),IEEE
706,,Resolving Ambiguities in Regulations: Towards Achieving the Kohlbergian Stage of Principled Morality,S. Ghaisas; A. Sainani; P. R. Anish,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8445159,,"According to Kohlberg, the final stage of morality is characterized by viewing laws as a means to an end by upholding values such as human dignity and fairness as guiding principles for complying with the essence of the law. Given that purpose of compliance is indeed wellbeing of citizens, software systems should, by design, incorporate these values so that laws are followed in spirit. How can we build software systems that incorporate these values? We present our work on disambiguating Health Insurance Portability and Accountability Act (HIPAA) so as to reduce the potential incidents of breach, thereby upholding of the aforesaid guiding principles of morality. We have employed deep learning based approaches to emulate the human process of disambiguation by integrating information from multiple sources, summarizing it, and augmenting the regulatory text with the additional information. This augmented regulatory text can be used by policy makers and software engineers to achieve compliance in spirit.",Regulations;Ambiguity Resolution;Principled Morality;Deep Learning;Compliance,"57, 60",,IEEE Conferences,2018 IEEE/ACM 40th International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS),IEEE
707,,Tracking by Recognition Using Neural Network,Z. Zeng; Y. K. Yu; K. H. Wong,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8441158,10.1109/SNPD.2018.8441158,"Vision-based object tracking is a challenging problem. In the tracking process, the object is usually first recognized in a given image. Then a bounding box is used to describe the position of the target object. Normally, a vector [x, y, width, height] is adopted to represent the bounding box. Under this viewpoint, the tracking problem can be treated as a regression problem if we handle the image sequence frame by frame. Due to the recent advancement in machine learning, many researchers apply neural networks to solve the visual tracking problem. This greatly improves the accuracy of bounding box prediction. Actually, the neural network based approaches are more suitable for end-to-end systems. In this paper, we propose to train and use a single neural network to tackle the tracking task. With the cropped candidate image patch as the input to the network, the output is the bounding box that indicates the target position. In our network, we first have a mask map to identify the target. It is a binary image and is divided into two classes. The positive class denotes the foreground while the negative class denotes the background. The mask map is then used for the estimation of the bounding box vector. The task now becomes an image mapping problem. We have achieved a good balance between accuracy and computational efficiency. Our tracker can reach an average speed of 178 frames per second(fps) and a maximum of 334 fps in the OTB benchmark.",,"297, 301",,IEEE Conferences,"2018 19th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)",IEEE
708,,Improving Short Text Classification Using Fast Semantic Expansion on Multichannel Convolutional Neural Network,N. Sotthisopha; P. Vateekul,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8441072,10.1109/SNPD.2018.8441072,"Nowadays, text classification is recognized as one of crucial tools for business users to gain more insights from customers. However, textual data from customers such as comments are usually short. Thus, there are two main issues in short text categorization: (1) insufficient contextual information and (2) noisy data due to misspellings. Recently, there is a prior attempt to propose a deep learning approach for short text categorization by expanding semantic using word embeddings clustering via an algorithm based on density peaks searching. Since the number of words in word embeddings is usually large, the clustering algorithm does not scale with the size of data set, thus demanding unacceptable computational cost. In this paper, we aim to propose a fast short-text categorization framework. Rather than using a CNN with k-max pooling layer, we propose to use a faster version of Convolutional Neural Network (CNN) called “multichannel CNN.” To speed up the semantic expansion process, we propose to employ mini batch K-Means++, which is considerably faster and scales well with the size of data set. Furthermore, we also introduce an additional preprocessing step to increase vocabulary coverage rate on word embeddings. We conducted experiments on four public data sets: Google Snippets, TREC, MR, and Subj. The results showed that the proposed framework does not only improve an accuracy on all data sets, but also reduces computational costs from several days to a few hours.",Short Texts;Natural Language Processing;Text Classification;Clustering;Convolutional Neural Network;Word Embeddings;Deep Learning,"182, 187",,IEEE Conferences,"2018 19th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)",IEEE
709,,Multi-label Class-imbalanced Action Recognition in Hockey Videos via 3D Convolutional Neural Networks,K. Sozykin; S. Protasov; A. Khan; R. Hussain; J. Lee,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8441034,10.1109/SNPD.2018.8441034,"Automatic analysis of the video is one of most complex problems in the fields of computer vision and machine learning. A significant part of this research deals with (human) activity recognition (HAR) since humans, and the activities that they perform, generate most of the video semantics. Video-based HAR has applications in various domains, but one of the most important and challenging is HAR in sports videos. Some of the major issues include high inter- and intra-class variations, large class imbalance, the presence of both group actions and single player actions, and recognizing simultaneous actions, i.e., the multi-label learning problem. Keeping in mind these challenges and the recent success of CNNs in solving various computer vision problems, in this work, we implement a 3D CNN based multi-label deep HAR system for multi-label class-imbalanced action recognition in hockey videos. We test our system for two different scenarios: an ensemble of k binary networks vs. a single k-output network, on a publicly available dataset. We also compare our results with the system that was originally designed for the chosen dataset. Experimental results show that the proposed approach performs better than the existing solution.",Action Recognition;Deep Learning;Convolutional Neural Networks,"146, 151",,IEEE Conferences,"2018 19th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)",IEEE
710,,Cross-Entropy: A New Metric for Software Defect Prediction,X. Zhang; K. Ben; J. Zeng,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424963,10.1109/QRS.2018.00025,"Defect prediction is an active topic in software quality assurance, which can help developers find potential bugs and make better use of resources. To improve prediction performance, this paper introduces cross-entropy, one common measure for natural language, as a new code metric into defect prediction tasks and proposes a framework called DefectLearner for this process. We first build a recurrent neural network language model to learn regularities in source code from software repository. Based on the trained model, the cross-entropy of each component can be calculated. To evaluate the discrimination for defect-proneness, cross-entropy is compared with 20 widely used metrics on 12 open-source projects. The experimental results show that cross-entropy metric is more discriminative than 50% of the traditional metrics. Besides, we combine cross-entropy with traditional metric suites together for accurate defect prediction. With cross-entropy added, the performance of prediction models is improved by an average of 2.8% in F1-score.","software defect prediction, natural language processing, language model, code naturalness, deep learning","111, 122",,IEEE Conferences,"2018 IEEE International Conference on Software Quality, Reliability and Security (QRS)",IEEE
711,,Transfer Learning Method for Very Deep CNN for Text Classification and Methods for its Evaluation,S. Moriya; C. Shibata,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377848,10.1109/COMPSAC.2018.10220,"In recent years, it has become possible to perform text classification with high accuracy by using convolutional neural networks (CNNs). Zhang et al. decomposed words into characters and classified texts using a CNN with relatively deep layers to obtain excellent classification results. However, it is often difficult to prepare a sufficient number of labeled samples for solving real-world text-classification problems. One method for handling this problem is transfer learning, which uses a network tuned for an arbitrary task as the initial network for a target task. While transfer learning is known to be effective for image recognition, for tasks in natural language processing, such as document classification, it has not yet been shown for what types of data and to what extent transfer learning is effective. In this paper, we first introduce a character-level CNN adopting the structure of a residual network to construct a network with deeper layers for Japanese text classification. We then demonstrate that we can improve classification accuracy by performing transfer learning between two particular datasets. Additionally, we propose an approach to evaluate the effectiveness of transfer learning and use it to evaluate our model.",transfer learning;text classification;CNN;residual network,"153, 158",,IEEE Conferences,2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC),IEEE
712,,Gastric Pathology Image Recognition Based on Deep Residual Networks,B. Liu; K. Yao; M. Huang; J. Zhang; Y. Li; R. Li,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377895,10.1109/COMPSAC.2018.10267,"Gastric cancer is a malignant neoplasm with a high mortality rate in the world. Nearly one million new cases occur each year. The most important measure to diagnose gastric cancer is the detection and treatment of diseases early. Gastric cancer detection is currently performed by pathologists reviewing large expanses of biological tissues, but this process is labor intensive and error-prone. In this paper, a framework for automatically detection of tumors in gastric pathology image (slide) has been proposed based on deep learning. A deep residual network with 50 layers is built by identity mapping on a dataset of pathology images. The proposed method makes the training of models easier and improves the generalization performance. Finally, the experimental results show that the F-score of our method achieves 96%. The research in auto-classification of gastric pathology images has great value for gastric cancer detection in clinical medicine.",gastric cancer;image recognition;deep residual network;classification,"408, 412",,IEEE Conferences,2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC),IEEE
713,,Near Cloud: Low-cost Low-Power Cloud Implementation for Rural Area Connectivity and Data Processing,J. P. Talusan; Y. Nakamura; T. Mizumoto; K. Yasumoto,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377935,10.1109/COMPSAC.2018.10307,"Information and communication technologies (ICTs) has enabled growth in developed countries and urban cities through improvements in communication systems, devices and applications. In rural areas, especially in developing countries, ICT penetration is not as high, often due to lack of available infrastructure and funding. With the increasing availability of Internet-of-Things (IoT) devices, low-cost large-scale deployments have become possible even in rural areas. We design, develop and implement, Near Cloud, a cloud-less platform that allows users and IoT devices to communicate and share information. This is built on top of a wireless mesh network (WMN) of low-cost, low-power IoT devices and deployed in areas where there is little to no Internet connectivity. To inject ICT and help bridge the digital divide in rural areas, Near Cloud provides functionalities such as web servers on nodes, accessibility to all users via Wi-Fi, and various data processing including image processing and machine learning. We will show applicability of Near Cloud in improving rural education, health care facilities, disaster response and agriculture.",cloud less platform;wireless mesh network;rural connectivity,"622, 627",,IEEE Conferences,2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC),IEEE
714,,Machine Learning Assisted High-Definition Map Creation,J. Jiao,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377682,10.1109/COMPSAC.2018.00058,"In recent years, autonomous driving technologies have attracted broad and enormous interests from both academia and industry and are under rapid development. High-Definition (HD) Maps are widely used as an indispensable component of an autonomous vehicle system by researchers and practitioners. HD Maps are digital maps that contain highly precise, fresh and comprehensive geometric information as well as semantics of the road network and surrounding environment. They provide critical inputs to almost all other components of autonomous vehicle systems, including localization, perception, prediction, motion planning, vehicle control etc. Traditionally, it is very laborious and costly to build HD Maps, requiring a significant amount of manual annotation work. In this paper, we first introduce the characteristics and layers of HD Maps; then we provide a formal summary of the workflow of HD Map creation; and most importantly, we present the machine learning techniques being used by the industry to minimize the amount of manual work in the process of HD Map creation.","High-Definition Map, HD Map Creation, Autonomous Vehicle System","367, 373",,IEEE Conferences,2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC),IEEE
715,,Cross-version defect prediction via hybrid active learning with kernel principal component analysis,Z. Xu; J. Liu; X. Luo; T. Zhang,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8330210,10.1109/SANER.2018.8330210,"As defects in software modules may cause product failure and financial loss, it is critical to utilize defect prediction methods to effectively identify the potentially defective modules for a thorough inspection, especially in the early stage of software development lifecycle. For an upcoming version of a software project, it is practical to employ the historical labeled defect data of the prior versions within the same project to conduct defect prediction on the current version, i.e., Cross-Version Defect Prediction (CVDP). However, software development is a dynamic evolution process that may cause the data distribution (such as defect characteristics) to vary across versions. Furthermore, the raw features usually may not well reveal the intrinsic structure information behind the data. Therefore, it is challenging to perform effective CVDP. In this paper, we propose a two-phase CVDP framework that combines Hybrid Active Learning and Kernel PCA (HALKP) to address these two issues. In the first stage, HALKP uses a hybrid active learning method to select some informative and representative unlabeled modules from the current version for querying their labels, then merges them into the labeled modules of the prior version to form an enhanced training set. In the second stage, HALKP employs a non-linear mapping method, kernel PCA, to extract representative features by embedding the original data of two versions into a high-dimension space. We evaluate the HALKP framework on 31 versions of 10 projects with three prevalent performance indicators. The experimental results indicate that HALKP achieves encouraging results with average F-measure, g-mean and Balance of 0.480, 0.592 and 0.580, respectively and significantly outperforms nearly all baseline methods.",,"209, 220",,IEEE Conferences,"2018 IEEE 25th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
716,,Extracting features from requirements: Achieving accuracy and automation with neural networks,Y. Li; S. Schulze; G. Saake,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8330243,10.1109/SANER.2018.8330243,"Analyzing and extracting features and variability from different artifacts is an indispensable activity to support systematic integration of single software systems and Software Product Line (SPL). Beyond manually extracting variability, a variety of approaches, such as feature location in source code and feature extraction in requirements, has been proposed for automating the identification of features and their variation points. While requirements contain more complete variability information and provide traceability links to other artifacts, current techniques exhibit a lack of accuracy as well as a limited degree of automation. In this paper, we propose an unsupervised learning structure to overcome the abovementioned limitations. In particular, our technique consists of two steps: First, we apply Laplacian Eigenmaps, an unsupervised dimensionality reduction technique, to embed text requirements into compact binary codes. Second, requirements are transformed into a matrix representation by looking up a pre-trained word embedding. Then, the matrix is fed into CNN to learn linguistic characteristics of the requirements. Furthermore, we train CNN by matching the output of CNN with the pre-trained binary codes. Initial results show that accuracy is still limited, but that our approach allows to automate the entire process.",,"477, 481",,IEEE Conferences,"2018 IEEE 25th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
717,,Enhancing the Description-to-Behavior Fidelity in Android Apps with Privacy Policy,L. Yu; X. Luo; C. Qian; S. Wang; H. K. N. Leung,2018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7987793,10.1109/TSE.2017.2730198,"Since more than 96 percent of mobile malware targets the Android platform, various techniques based on static code analysis or dynamic behavior analysis have been proposed to detect malicious apps. As malware is becoming more complicated and stealthy, recent research proposed a promising detection approach that looks for the inconsistency between an app's permissions and its description. In this paper, we first revisit this approach and reveal that using description and permission will lead to many false positives because descriptions often fail to declare all sensitive operations. Then, we propose exploiting an app's privacy policy and its bytecode to enhance the malware detection based on description and permissions. It is non-trivial to automatically analyze privacy policy and perform the cross-verification among these four kinds of software artifacts including, privacy policy, bytecode, description, and permissions. To address these challenging issues, we first propose a novel data flow model for analyzing privacy policy, and then develop a new system, named TAPVerifier, for carrying out investigation of individual software artifacts and conducting the cross-verification. The experimental results show that TAPVerifier can analyze privacy policy with a high accuracy and recall rate. More importantly, integrating privacy policy and bytecode level information can remove up to 59.4 percent false alerts of the state-of-the-art systems, such as AutoCog, CHABADA, etc.",Mobile applications;privacy policy,"834, 854",,IEEE Journals,IEEE Transactions on Software Engineering,IEEE
